"","target","synset","pos","t","gold","X","ref","synset_def","synset_size","synset_words","wn_pos","prov","comments","explanation"
"108","mail","mail.n.04","n",1990,0,102,"post","any particular collection of letters or packages that is delivered",2,"mail/post","n","WSE","broadened sense","Electronic mail, most commonly referred to as email or e-mail since ca. 1993"
"109","memory","memory.n.02","n",1960,0,109,"remembering","the cognitive processes whereby past experience is remembered",2,"memory/remembering","n","WSE","new related sense","digital memory"
"110","memory","memory.n.03","n",1960,0,110,"retention","the power of retaining and recalling past experience",4,"memory/retention/retentiveness/retentivity","n","WSE","new related sense","digital memory"
"111","memory","memory.n.03","n",1960,0,111,"retentiveness","the power of retaining and recalling past experience",4,"memory/retention/retentiveness/retentivity","n","WSE","new related sense","digital memory"
"112","memory","memory.n.03","n",1960,0,112,"retentivity","the power of retaining and recalling past experience",4,"memory/retention/retentiveness/retentivity","n","WSE","new related sense","digital memory"
"113","memory","memory.n.04","n",1960,1,113,"computer_memory","an electronic memory device",6,"memory/computer_memory/storage/computer_storage/store/memory_board","n","WSE","new related sense","digital memory"
"114","memory","memory.n.04","n",1960,1,114,"storage","an electronic memory device",6,"memory/computer_memory/storage/computer_storage/store/memory_board","n","WSE","new related sense","digital memory"
"115","memory","memory.n.04","n",1960,1,115,"computer_storage","an electronic memory device",6,"memory/computer_memory/storage/computer_storage/store/memory_board","n","WSE","new related sense","digital memory"
"116","memory","memory.n.04","n",1960,1,116,"store","an electronic memory device",6,"memory/computer_memory/storage/computer_storage/store/memory_board","n","WSE","new related sense","digital memory"
"117","memory","memory.n.04","n",1960,1,117,"memory_board","an electronic memory device",6,"memory/computer_memory/storage/computer_storage/store/memory_board","n","WSE","new related sense","digital memory"
"118","mouse","mouse.n.04","n",1965,1,120,"computer_mouse","a hand/operated electronic device that controls the coordinates of a cursor on your computer screen as you move it around on a pad/ on the bottom of the device is a ball that rolls on the surface of the pad",2,"mouse/computer_mouse","n","WSE","new related sense","The computer mouse was introduced"
"119","mouse","shiner.n.01","n",1965,0,118,"shiner","a swollen bruise caused by a blow to the eye",3,"shiner/black_eye/mouse","n","WSE","new related sense","The computer mouse was introduced"
"120","mouse","shiner.n.01","n",1965,0,119,"black_eye","a swollen bruise caused by a blow to the eye",3,"shiner/black_eye/mouse","n","WSE","new related sense","The computer mouse was introduced"
"121","phone","earphone.n.01","n",1881,0,129,"earphone","electro/acoustic transducer for converting electric signals into sounds/ it is held over or inserted into the ear",4,"earphone/earpiece/headphone/phone","n","WSE","broadened sense","first used for communication outside a test environment, http://www.elon.edu/e-web/predictions/150/1870.xhtml"
"122","phone","earphone.n.01","n",1881,0,131,"earpiece","electro/acoustic transducer for converting electric signals into sounds/ it is held over or inserted into the ear",4,"earphone/earpiece/headphone/phone","n","WSE","broadened sense","first used for communication outside a test environment, http://www.elon.edu/e-web/predictions/150/1870.xhtml"
"123","phone","earphone.n.01","n",1881,0,133,"headphone","electro/acoustic transducer for converting electric signals into sounds/ it is held over or inserted into the ear",4,"earphone/earpiece/headphone/phone","n","WSE","broadened sense","first used for communication outside a test environment, http://www.elon.edu/e-web/predictions/150/1870.xhtml"
"124","phone","earphone.n.01","n",1985,0,130,"earphone","electro/acoustic transducer for converting electric signals into sounds/ it is held over or inserted into the ear",4,"earphone/earpiece/headphone/phone","n","WSE","broadened sense","mobile phone, a private device"
"125","phone","earphone.n.01","n",1985,0,132,"earpiece","electro/acoustic transducer for converting electric signals into sounds/ it is held over or inserted into the ear",4,"earphone/earpiece/headphone/phone","n","WSE","broadened sense","mobile phone, a private device"
"126","phone","earphone.n.01","n",1985,0,134,"headphone","electro/acoustic transducer for converting electric signals into sounds/ it is held over or inserted into the ear",4,"earphone/earpiece/headphone/phone","n","WSE","broadened sense","mobile phone, a private device"
"127","phone","phone.n.02","n",1881,0,127,"sound","/phonetics/ an individual sound unit of speech without concern as to whether or not it is a phoneme of some language",3,"phone/speech_sound/sound","n","WSE","broadened sense","first used for communication outside a test environment, http://www.elon.edu/e-web/predictions/150/1870.xhtml"
"128","phone","phone.n.02","n",1881,0,125,"speech_sound","/phonetics/ an individual sound unit of speech without concern as to whether or not it is a phoneme of some language",3,"phone/speech_sound/sound","n","WSE","broadened sense","first used for communication outside a test environment, http://www.elon.edu/e-web/predictions/150/1870.xhtml"
"129","phone","phone.n.02","n",1985,0,126,"speech_sound","/phonetics/ an individual sound unit of speech without concern as to whether or not it is a phoneme of some language",3,"phone/speech_sound/sound","n","WSE","broadened sense","mobile phone, a private device"
"130","phone","phone.n.02","n",1985,0,128,"sound","/phonetics/ an individual sound unit of speech without concern as to whether or not it is a phoneme of some language",3,"phone/speech_sound/sound","n","WSE","broadened sense","mobile phone, a private device"
"131","phone","telephone.n.01","n",1881,1,121,"telephone","electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds",3,"telephone/phone/telephone_set","n","WSE","broadened sense","first used for communication outside a test environment, http://www.elon.edu/e-web/predictions/150/1870.xhtml"
"132","phone","telephone.n.01","n",1881,1,123,"telephone_set","electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds",3,"telephone/phone/telephone_set","n","WSE","broadened sense","first used for communication outside a test environment, http://www.elon.edu/e-web/predictions/150/1870.xhtml"
"133","phone","telephone.n.01","n",1985,0,124,"telephone_set","electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds",3,"telephone/phone/telephone_set","n","WSE","broadened sense","mobile phone, a private device"
"134","phone","telephone.n.01","n",1985,0,122,"telephone","electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds",3,"telephone/phone/telephone_set","n","WSE","broadened sense","mobile phone, a private device"
"135","racism","racism.n.02","n",1903,0,135,"racialism","discriminatory or abusive behavior towards members of another race",3,"racism/racialism/racial_discrimination","n","WSE","new  sense",""
"136","racism","racism.n.02","n",1903,0,136,"racial_discrimination","discriminatory or abusive behavior towards members of another race",3,"racism/racialism/racial_discrimination","n","WSE","new  sense",""
"137","record","criminal_record.n.01","n",1920,0,154,"criminal_record","a list of crimes for which an accused person has been previously convicted",2,"criminal_record/record","n","WSE","new related sense","electrical recording: Several record companies and independent inventors, notably Orlando Marsh, were experimenting with equipment and techniques for electrical recording in the early 1920s. Marsh's electrically recorded Autograph Records were already being sold to the public in 1924; http://en.wikipedia.org/wiki/Sound_recording_and_reproduction"
"138","record","criminal_record.n.01","n",1980,0,153,"criminal_record","a list of crimes for which an accused person has been previously convicted",2,"criminal_record/record","n","WSE","broadened sense","digital recording- minidisc"
"139","record","phonograph_record.n.01","n",1920,1,138,"phonograph_record","sound recording consisting of a disk with a continuous groove/ used to reproduce music by rotating while a phonograph needle tracks in the groove",6,"phonograph_record/phonograph_recording/record/disk/disc/platter","n","WSE","new related sense","electrical recording: Several record companies and independent inventors, notably Orlando Marsh, were experimenting with equipment and techniques for electrical recording in the early 1920s. Marsh's electrically recorded Autograph Records were already being sold to the public in 1924; http://en.wikipedia.org/wiki/Sound_recording_and_reproduction"
"140","record","phonograph_record.n.01","n",1920,1,140,"phonograph_recording","sound recording consisting of a disk with a continuous groove/ used to reproduce music by rotating while a phonograph needle tracks in the groove",6,"phonograph_record/phonograph_recording/record/disk/disc/platter","n","WSE","new related sense","electrical recording: Several record companies and independent inventors, notably Orlando Marsh, were experimenting with equipment and techniques for electrical recording in the early 1920s. Marsh's electrically recorded Autograph Records were already being sold to the public in 1924; http://en.wikipedia.org/wiki/Sound_recording_and_reproduction"
"141","record","phonograph_record.n.01","n",1920,1,142,"disk","sound recording consisting of a disk with a continuous groove/ used to reproduce music by rotating while a phonograph needle tracks in the groove",6,"phonograph_record/phonograph_recording/record/disk/disc/platter","n","WSE","new related sense","electrical recording: Several record companies and independent inventors, notably Orlando Marsh, were experimenting with equipment and techniques for electrical recording in the early 1920s. Marsh's electrically recorded Autograph Records were already being sold to the public in 1924; http://en.wikipedia.org/wiki/Sound_recording_and_reproduction"
"142","record","phonograph_record.n.01","n",1920,1,144,"disc","sound recording consisting of a disk with a continuous groove/ used to reproduce music by rotating while a phonograph needle tracks in the groove",6,"phonograph_record/phonograph_recording/record/disk/disc/platter","n","WSE","new related sense","electrical recording: Several record companies and independent inventors, notably Orlando Marsh, were experimenting with equipment and techniques for electrical recording in the early 1920s. Marsh's electrically recorded Autograph Records were already being sold to the public in 1924; http://en.wikipedia.org/wiki/Sound_recording_and_reproduction"
"143","record","phonograph_record.n.01","n",1920,1,146,"platter","sound recording consisting of a disk with a continuous groove/ used to reproduce music by rotating while a phonograph needle tracks in the groove",6,"phonograph_record/phonograph_recording/record/disk/disc/platter","n","WSE","new related sense","electrical recording: Several record companies and independent inventors, notably Orlando Marsh, were experimenting with equipment and techniques for electrical recording in the early 1920s. Marsh's electrically recorded Autograph Records were already being sold to the public in 1924; http://en.wikipedia.org/wiki/Sound_recording_and_reproduction"
"144","record","phonograph_record.n.01","n",1980,0,139,"phonograph_recording","sound recording consisting of a disk with a continuous groove/ used to reproduce music by rotating while a phonograph needle tracks in the groove",6,"phonograph_record/phonograph_recording/record/disk/disc/platter","n","WSE","broadened sense","digital recording- minidisc"
"145","record","phonograph_record.n.01","n",1980,0,143,"disc","sound recording consisting of a disk with a continuous groove/ used to reproduce music by rotating while a phonograph needle tracks in the groove",6,"phonograph_record/phonograph_recording/record/disk/disc/platter","n","WSE","broadened sense","digital recording- minidisc"
"146","record","phonograph_record.n.01","n",1980,0,137,"phonograph_record","sound recording consisting of a disk with a continuous groove/ used to reproduce music by rotating while a phonograph needle tracks in the groove",6,"phonograph_record/phonograph_recording/record/disk/disc/platter","n","WSE","broadened sense","digital recording- minidisc"
"147","record","phonograph_record.n.01","n",1980,0,145,"platter","sound recording consisting of a disk with a continuous groove/ used to reproduce music by rotating while a phonograph needle tracks in the groove",6,"phonograph_record/phonograph_recording/record/disk/disc/platter","n","WSE","broadened sense","digital recording- minidisc"
"148","record","phonograph_record.n.01","n",1980,0,141,"disk","sound recording consisting of a disk with a continuous groove/ used to reproduce music by rotating while a phonograph needle tracks in the groove",6,"phonograph_record/phonograph_recording/record/disk/disc/platter","n","WSE","broadened sense","digital recording- minidisc"
"149","record","record.n.04","n",1920,0,148,"track_record","the sum of recognized accomplishments",2,"record/track_record","n","WSE","new related sense","electrical recording: Several record companies and independent inventors, notably Orlando Marsh, were experimenting with equipment and techniques for electrical recording in the early 1920s. Marsh's electrically recorded Autograph Records were already being sold to the public in 1924; http://en.wikipedia.org/wiki/Sound_recording_and_reproduction"
"150","record","record.n.04","n",1980,0,147,"track_record","the sum of recognized accomplishments",2,"record/track_record","n","WSE","broadened sense","digital recording- minidisc"
"151","record","record.n.05","n",1920,0,152,"book","a compilation of the known facts regarding something or someone",3,"record/record_book/book","n","WSE","new related sense","electrical recording: Several record companies and independent inventors, notably Orlando Marsh, were experimenting with equipment and techniques for electrical recording in the early 1920s. Marsh's electrically recorded Autograph Records were already being sold to the public in 1924; http://en.wikipedia.org/wiki/Sound_recording_and_reproduction"
"152","record","record.n.05","n",1920,0,150,"record_book","a compilation of the known facts regarding something or someone",3,"record/record_book/book","n","WSE","new related sense","electrical recording: Several record companies and independent inventors, notably Orlando Marsh, were experimenting with equipment and techniques for electrical recording in the early 1920s. Marsh's electrically recorded Autograph Records were already being sold to the public in 1924; http://en.wikipedia.org/wiki/Sound_recording_and_reproduction"
"153","record","record.n.05","n",1980,0,151,"book","a compilation of the known facts regarding something or someone",3,"record/record_book/book","n","WSE","broadened sense","digital recording- minidisc"
"154","record","record.n.05","n",1980,0,149,"record_book","a compilation of the known facts regarding something or someone",3,"record/record_book/book","n","WSE","broadened sense","digital recording- minidisc"
"155","rock","rock_'n'_roll.n.01","n",1955,1,163,"rock_and_roll","a genre of popular music originating in the 1950s/ a blend of black rhythm/and/blues with white country/and/western",6,"rock_'n'_roll/rock'n'roll/rock-and-roll/rock_and_roll/rock/rock_music","n","WSE","new sense","1950-1960 birth of rock music"
"156","rock","rock_'n'_roll.n.01","n",1955,1,160,"rock_'n'_roll","a genre of popular music originating in the 1950s/ a blend of black rhythm/and/blues with white country/and/western",6,"rock_'n'_roll/rock'n'roll/rock-and-roll/rock_and_roll/rock/rock_music","n","WSE","new sense","1950-1960 birth of rock music"
"157","rock","rock_'n'_roll.n.01","n",1955,1,161,"rock'n'roll","a genre of popular music originating in the 1950s/ a blend of black rhythm/and/blues with white country/and/western",6,"rock_'n'_roll/rock'n'roll/rock-and-roll/rock_and_roll/rock/rock_music","n","WSE","new sense","1950-1960 birth of rock music"
"158","rock","rock_'n'_roll.n.01","n",1955,1,162,"rock-and-roll","a genre of popular music originating in the 1950s/ a blend of black rhythm/and/blues with white country/and/western",6,"rock_'n'_roll/rock'n'roll/rock-and-roll/rock_and_roll/rock/rock_music","n","WSE","new sense","1950-1960 birth of rock music"
"159","rock","rock_'n'_roll.n.01","n",1955,1,164,"rock_music","a genre of popular music originating in the 1950s/ a blend of black rhythm/and/blues with white country/and/western",6,"rock_'n'_roll/rock'n'roll/rock-and-roll/rock_and_roll/rock/rock_music","n","WSE","new sense","1950-1960 birth of rock music"
"160","rock","rock_candy.n.01","n",1955,0,159,"rock_candy","hard bright/colored stick candy /typically flavored with peppermint/",2,"rock_candy/rock","n","WSE","new sense","1950-1960 birth of rock music"
"161","rock","rock.n.01","n",1955,0,155,"stone","a lump or mass of hard consolidated mineral matter",2,"rock/stone","n","WSE","new sense","1950-1960 birth of rock music"
"162","rock","rock.n.02","n",1955,0,156,"stone","material consisting of the aggregate of minerals like those making up the Earth/s crust",2,"rock/stone","n","WSE","new sense","1950-1960 birth of rock music"
"163","rock","rock.n.03","n",1955,0,157,"Rock","United States gynecologist and devout Catholic who conducted the first clinical trials of the oral contraceptive pill /1890/1984/",2,"Rock/John_Rock","n","WSE","new sense","1950-1960 birth of rock music"
"164","rock","rock.n.03","n",1955,0,158,"John_Rock","United States gynecologist and devout Catholic who conducted the first clinical trials of the oral contraceptive pill /1890/1984/",2,"Rock/John_Rock","n","WSE","new sense","1950-1960 birth of rock music"
"165","rock","rock.n.07","n",1955,0,165,"careen","pitching dangerously to one side",4,"rock/careen/sway/tilt","n","WSE","new sense","1950-1960 birth of rock music"
"166","rock","rock.n.07","n",1955,0,166,"sway","pitching dangerously to one side",4,"rock/careen/sway/tilt","n","WSE","new sense","1950-1960 birth of rock music"
"167","rock","rock.n.07","n",1955,0,167,"tilt","pitching dangerously to one side",4,"rock/careen/sway/tilt","n","WSE","new sense","1950-1960 birth of rock music"
"168","tank","cooler.n.03","n",1916,0,174,"cooler","a cell for violent prisoners",2,"cooler/tank","n","WSE","new sense","first tank in battle"
"169","tank","tank_car.n.01","n",1916,0,173,"tank_car","a freight car that transports liquids or gases in bulk",2,"tank_car/tank","n","WSE","new sense","first tank in battle"
"170","tank","tank.n.01","n",1916,1,168,"army_tank","an enclosed armored military vehicle/ has a cannon and moves on caterpillar treads",4,"tank/army_tank/armored_combat_vehicle/armoured_combat_vehicle","n","WSE","new sense","first tank in battle"
"171","tank","tank.n.01","n",1916,1,169,"armored_combat_vehicle","an enclosed armored military vehicle/ has a cannon and moves on caterpillar treads",4,"tank/army_tank/armored_combat_vehicle/armoured_combat_vehicle","n","WSE","new sense","first tank in battle"
"172","tank","tank.n.01","n",1916,1,170,"armoured_combat_vehicle","an enclosed armored military vehicle/ has a cannon and moves on caterpillar treads",4,"tank/army_tank/armored_combat_vehicle/armoured_combat_vehicle","n","WSE","new sense","first tank in battle"
"173","tank","tank.n.02","n",1916,0,171,"storage_tank","a large /usually metallic/ vessel for holding gases or liquids",2,"tank/storage_tank","n","WSE","new sense","first tank in battle"
"174","tank","tank.n.03","n",1916,0,172,"tankful","as much as a tank will hold",2,"tank/tankful","n","WSE","new sense","first tank in battle"
"175","tape","magnetic_tape.n.01","n",1960,1,179,"magnetic_tape","memory device consisting of a long thin plastic strip coated with iron oxide/ used to record audio or video signals or to store computer information",3,"magnetic_tape/mag_tape/tape","n","WSE","new related sense","common household use of the magnetic tape"
"176","tape","magnetic_tape.n.01","n",1960,1,180,"mag_tape","memory device consisting of a long thin plastic strip coated with iron oxide/ used to record audio or video signals or to store computer information",3,"magnetic_tape/mag_tape/tape","n","WSE","new related sense","common household use of the magnetic tape"
"177","tape","tape.n.02","n",1960,1,175,"tape_recording","a recording made on magnetic tape",3,"tape/tape_recording/taping","n","WSE","new related sense","common household use of the magnetic tape"
"178","tape","tape.n.02","n",1960,1,176,"taping","a recording made on magnetic tape",3,"tape/tape_recording/taping","n","WSE","new related sense","common household use of the magnetic tape"
"179","tape","tape.n.04","n",1960,0,177,"tapeline","measuring instrument consisting of a narrow strip /cloth or metal/ marked in inches or centimeters and used for measuring lengths",3,"tape/tapeline/tape_measure","n","WSE","new related sense","common household use of the magnetic tape"
"180","tape","tape.n.04","n",1960,0,178,"tape_measure","measuring instrument consisting of a narrow strip /cloth or metal/ marked in inches or centimeters and used for measuring lengths",3,"tape/tapeline/tape_measure","n","WSE","new related sense","common household use of the magnetic tape"
"181","telephone","telephone.n.01","n",1876,0,186,"telephone_set","electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds",3,"telephone/phone/telephone_set","n","WSE","new sense","Alexander Graham Bell makes the world's first long distance telephone call, about 6 miles between Brantford and Paris, Ontario, Canada."
"182","telephone","telephone.n.01","n",1876,0,183,"phone","electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds",3,"telephone/phone/telephone_set","n","WSE","new sense","Alexander Graham Bell makes the world's first long distance telephone call, about 6 miles between Brantford and Paris, Ontario, Canada."
"183","telephone","telephone.n.01","n",1881,1,181,"phone","electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds",3,"telephone/phone/telephone_set","n","WSE","broadened sense","first used for communication outside a test environment, http://www.elon.edu/e-web/predictions/150/1870.xhtml"
"184","telephone","telephone.n.01","n",1881,1,184,"telephone_set","electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds",3,"telephone/phone/telephone_set","n","WSE","broadened sense","first used for communication outside a test environment, http://www.elon.edu/e-web/predictions/150/1870.xhtml"
"185","telephone","telephone.n.01","n",1985,0,185,"telephone_set","electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds",3,"telephone/phone/telephone_set","n","WSE","broadened sense","mobile phone, a private device"
"186","telephone","telephone.n.01","n",1985,0,182,"phone","electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds",3,"telephone/phone/telephone_set","n","WSE","broadened sense","mobile phone, a private device"
"187","telephone","telephone.n.02","n",1876,0,189,"telephony","transmitting speech at a distance",2,"telephone/telephony","n","WSE","new sense","Alexander Graham Bell makes the world's first long distance telephone call, about 6 miles between Brantford and Paris, Ontario, Canada."
"188","telephone","telephone.n.02","n",1881,1,187,"telephony","transmitting speech at a distance",2,"telephone/telephony","n","WSE","broadened sense","first used for communication outside a test environment, http://www.elon.edu/e-web/predictions/150/1870.xhtml"
"189","telephone","telephone.n.02","n",1985,0,188,"telephony","transmitting speech at a distance",2,"telephone/telephony","n","WSE","broadened sense","mobile phone, a private device"
"190","train","caravan.n.01","n",1814,0,195,"caravan","a procession /of wagons or mules or camels/ traveling together in single file",3,"caravan/train/wagon_train","n","WSE","new related sense","A number of railway carriages, vans, or trucks coupled together, with or without a locomotive."
"191","train","caravan.n.01","n",1814,0,197,"wagon_train","a procession /of wagons or mules or camels/ traveling together in single file",3,"caravan/train/wagon_train","n","WSE","new related sense","A number of railway carriages, vans, or trucks coupled together, with or without a locomotive."
"192","train","caravan.n.01","n",1863,0,194,"caravan","a procession /of wagons or mules or camels/ traveling together in single file",3,"caravan/train/wagon_train","n","WSE","broadened sense","london subway"
"193","train","caravan.n.01","n",1863,0,196,"wagon_train","a procession /of wagons or mules or camels/ traveling together in single file",3,"caravan/train/wagon_train","n","WSE","broadened sense","london subway"
"194","train","gearing.n.01","n",1814,0,201,"gear","wheelwork consisting of a connected set of rotating gears by which force is transmitted or motion or torque is changed",5,"gearing/gear/geartrain/power_train/train","n","WSE","new related sense","A number of railway carriages, vans, or trucks coupled together, with or without a locomotive."
"195","train","gearing.n.01","n",1814,0,199,"gearing","wheelwork consisting of a connected set of rotating gears by which force is transmitted or motion or torque is changed",5,"gearing/gear/geartrain/power_train/train","n","WSE","new related sense","A number of railway carriages, vans, or trucks coupled together, with or without a locomotive."
"196","train","gearing.n.01","n",1814,0,205,"power_train","wheelwork consisting of a connected set of rotating gears by which force is transmitted or motion or torque is changed",5,"gearing/gear/geartrain/power_train/train","n","WSE","new related sense","A number of railway carriages, vans, or trucks coupled together, with or without a locomotive."
"197","train","gearing.n.01","n",1814,0,203,"geartrain","wheelwork consisting of a connected set of rotating gears by which force is transmitted or motion or torque is changed",5,"gearing/gear/geartrain/power_train/train","n","WSE","new related sense","A number of railway carriages, vans, or trucks coupled together, with or without a locomotive."
"198","train","gearing.n.01","n",1863,0,198,"gearing","wheelwork consisting of a connected set of rotating gears by which force is transmitted or motion or torque is changed",5,"gearing/gear/geartrain/power_train/train","n","WSE","broadened sense","london subway"
"199","train","gearing.n.01","n",1863,0,204,"power_train","wheelwork consisting of a connected set of rotating gears by which force is transmitted or motion or torque is changed",5,"gearing/gear/geartrain/power_train/train","n","WSE","broadened sense","london subway"
"200","train","gearing.n.01","n",1863,0,200,"gear","wheelwork consisting of a connected set of rotating gears by which force is transmitted or motion or torque is changed",5,"gearing/gear/geartrain/power_train/train","n","WSE","broadened sense","london subway"
"201","train","gearing.n.01","n",1863,0,202,"geartrain","wheelwork consisting of a connected set of rotating gears by which force is transmitted or motion or torque is changed",5,"gearing/gear/geartrain/power_train/train","n","WSE","broadened sense","london subway"
"202","train","string.n.04","n",1814,0,193,"string","a sequentially ordered set of things or events or ideas in which each successive member is related to the preceding",2,"string/train","n","WSE","new related sense","A number of railway carriages, vans, or trucks coupled together, with or without a locomotive."
"203","train","string.n.04","n",1863,0,192,"string","a sequentially ordered set of things or events or ideas in which each successive member is related to the preceding",2,"string/train","n","WSE","broadened sense","london subway"
"204","train","train.n.01","n",1814,1,191,"railroad_train","public transport provided by a line of railway cars coupled together and drawn by a locomotive",2,"train/railroad_train","n","WSE","new related sense","A number of railway carriages, vans, or trucks coupled together, with or without a locomotive."
"205","train","train.n.01","n",1863,0,190,"railroad_train","public transport provided by a line of railway cars coupled together and drawn by a locomotive",2,"train/railroad_train","n","WSE","broadened sense","london subway"
"206","travel","travel.v.01","v",1875,0,206,"go","change location/ move/ travel/ or proceed/ also metaphorically",4,"travel/go/move/locomote","v","WSE","broadened sense","worker's holidays, also normal people travel http://www.history.uk.com/history/history-british-tourism-british-tou/"
"207","travel","travel.v.01","v",1875,0,207,"move","change location/ move/ travel/ or proceed/ also metaphorically",4,"travel/go/move/locomote","v","WSE","broadened sense","worker's holidays, also normal people travel http://www.history.uk.com/history/history-british-tourism-british-tou/"
"208","travel","travel.v.01","v",1875,0,208,"locomote","change location/ move/ travel/ or proceed/ also metaphorically",4,"travel/go/move/locomote","v","WSE","broadened sense","worker's holidays, also normal people travel http://www.history.uk.com/history/history-british-tourism-british-tou/"
"209","travel","travel.v.02","v",1875,1,209,"journey","undertake a journey or trip",2,"travel/journey","v","WSE","broadened sense","worker's holidays, also normal people travel http://www.history.uk.com/history/history-british-tourism-british-tou/"
"210","travel","travel.v.03","v",1875,1,210,"trip","make a trip for pleasure",3,"travel/trip/jaunt","v","WSE","broadened sense","worker's holidays, also normal people travel http://www.history.uk.com/history/history-british-tourism-british-tou/"
"211","travel","travel.v.03","v",1875,1,211,"jaunt","make a trip for pleasure",3,"travel/trip/jaunt","v","WSE","broadened sense","worker's holidays, also normal people travel http://www.history.uk.com/history/history-british-tourism-british-tou/"
"212","travel","travel.v.04","v",1875,1,212,"journey","travel upon or across",2,"travel/journey","v","WSE","broadened sense","worker's holidays, also normal people travel http://www.history.uk.com/history/history-british-tourism-british-tou/"
"213","travel","travel.v.06","v",1875,0,213,"move_around","travel from place to place/ as for the purpose of finding work/ preaching/ or acting as a judge",2,"travel/move_around","v","WSE","broadened sense","worker's holidays, also normal people travel http://www.history.uk.com/history/history-british-tourism-british-tou/"
